relationship_id,source_criminal,target_criminal,relationship_type,shared_fir_count,strength_score,active
REL001790,CR00198,CR00066,Associate,0,61,True
REL001791,CR00152,CR02191,Gang Member,0,48,True
REL001792,CR02115,CR01784,Gang Member,0,78,True
REL001793,CR02004,CR01803,Financial Link,0,67,False
REL001794,CR01941,CR01811,Business Partner,0,67,True
REL001795,CR02987,CR00878,Financial Link,0,80,True
REL001796,CR00361,CR02709,Known Contact,0,23,True
REL001797,CR00799,CR02353,Gang Member,0,33,True
REL001798,CR00564,CR01631,Gang Member,0,13,True
REL001799,CR02137,CR01844,Associate,0,72,True
REL001800,CR02145,CR01093,Financial Link,0,71,True
REL001801,CR01464,CR00450,Financial Link,0,60,True
REL001802,CR02245,CR02814,Business Partner,0,64,True
REL001803,CR00806,CR01516,Gang Member,0,54,True
REL001804,CR01792,CR00839,Co-Offender,0,90,False
REL001805,CR01452,CR00828,Family,0,8,True
REL001806,CR02165,CR00246,Known Contact,0,92,False
REL001807,CR00309,CR01623,Gang Member,0,47,False
REL001808,CR00044,CR02306,Business Partner,0,89,True
REL001809,CR02739,CR01866,Co-Offender,0,8,True
REL001810,CR02910,CR00573,Gang Member,0,22,True
REL001811,CR01368,CR00880,Family,0,91,True
REL001812,CR02047,CR00747,Family,0,32,True
REL001813,CR01680,CR02563,Gang Member,0,85,True
REL001814,CR01304,CR02457,Known Contact,0,47,True
REL001815,CR02373,CR00512,Financial Link,0,75,True
REL001816,CR02994,CR00704,Co-Offender,0,94,False
REL001817,CR01158,CR01014,Family,0,95,False
REL001818,CR00138,CR02643,Financial Link,0,5,True
REL001819,CR02497,CR01826,Known Contact,0,96,True
REL001820,CR00401,CR00913,Co-Offender,0,10,True
REL001821,CR01322,CR00299,Known Contact,0,94,True
REL001822,CR00440,CR00721,Family,0,5,True
REL001823,CR00853,CR01866,Gang Member,0,56,True
REL001824,CR00414,CR00929,Family,0,4,True
REL001825,CR01709,CR00917,Family,0,41,True
REL001826,CR02229,CR00532,Known Contact,0,71,False
REL001827,CR01999,CR00332,Financial Link,0,2,True
REL001828,CR01291,CR01588,Associate,0,79,True
REL001829,CR00549,CR00042,Family,0,22,True
REL001830,CR01452,CR01259,Co-Offender,0,71,True
REL001831,CR01302,CR00478,Known Contact,0,83,True
REL001832,CR01402,CR00903,Business Partner,0,33,False
REL001833,CR01165,CR01078,Co-Offender,0,13,True
REL001834,CR02588,CR00190,Known Contact,0,43,True
REL001835,CR02323,CR02736,Family,0,31,True
REL001836,CR00262,CR02102,Gang Member,0,76,True
REL001837,CR01552,CR01525,Gang Member,0,55,True
REL001838,CR01442,CR00592,Business Partner,0,92,False
REL001839,CR02114,CR00777,Family,0,40,True
REL001840,CR00228,CR01308,Gang Member,0,63,False
REL001841,CR00826,CR01076,Gang Member,0,57,True
REL001842,CR02000,CR00528,Gang Member,0,48,True
REL001843,CR00414,CR02799,Known Contact,0,80,True
REL001844,CR02904,CR01785,Associate,0,31,True
REL001845,CR00311,CR00744,Family,0,32,False
REL001846,CR00275,CR00267,Known Contact,0,98,True
REL001847,CR00590,CR00900,Known Contact,0,13,True
REL001848,CR00321,CR00437,Financial Link,0,95,True
REL001849,CR01593,CR00737,Associate,0,65,True
REL001850,CR00771,CR01467,Known Contact,0,90,False
REL001851,CR02689,CR01004,Family,0,80,False
REL001852,CR02863,CR01114,Co-Offender,0,14,True
REL001853,CR02321,CR00179,Gang Member,0,20,False
REL001854,CR01358,CR02158,Associate,0,27,True
REL001855,CR01619,CR02419,Co-Offender,0,40,True
REL001856,CR01588,CR02126,Co-Offender,0,20,True
REL001857,CR01811,CR02325,Gang Member,0,25,True
REL001858,CR02933,CR01302,Associate,0,10,True
REL001859,CR01072,CR00100,Business Partner,0,1,True
REL001860,CR02415,CR01854,Family,0,90,True
REL001861,CR02116,CR01814,Known Contact,0,71,False
REL001862,CR02801,CR00219,Associate,0,33,True
REL001863,CR00658,CR01855,Business Partner,0,17,True
REL001864,CR02648,CR02262,Associate,0,87,False
REL001865,CR01839,CR00279,Family,0,59,False
REL001866,CR02760,CR00986,Associate,0,4,True
REL001867,CR01617,CR01762,Financial Link,0,7,True
REL001868,CR00862,CR00396,Co-Offender,0,28,True
REL001869,CR02491,CR01109,Known Contact,0,43,False
REL001870,CR01155,CR01961,Known Contact,0,7,True
REL001871,CR01041,CR01415,Gang Member,0,99,False
REL001872,CR00082,CR02325,Associate,0,68,True
REL001873,CR00728,CR02984,Co-Offender,0,12,False
REL001874,CR00797,CR00533,Known Contact,0,89,False
REL001875,CR02817,CR02778,Family,0,12,True
REL001876,CR01081,CR02664,Known Contact,0,73,True
REL001877,CR02876,CR00009,Co-Offender,0,6,True
REL001878,CR02233,CR01358,Co-Offender,0,13,True
REL001879,CR00595,CR00666,Co-Offender,0,47,True
REL001880,CR00871,CR02094,Financial Link,0,63,True
REL001881,CR02351,CR01162,Co-Offender,0,34,False
REL001882,CR02723,CR00649,Known Contact,0,90,True
REL001883,CR00495,CR01958,Financial Link,0,35,True
REL001884,CR01792,CR00032,Associate,0,64,True
REL001885,CR00147,CR00942,Business Partner,0,54,False
REL001886,CR02272,CR00140,Known Contact,0,79,True
REL001887,CR00107,CR00679,Gang Member,0,44,True
REL001888,CR00204,CR00280,Financial Link,0,60,True
REL001889,CR02028,CR01716,Co-Offender,0,39,True
REL001890,CR01518,CR01224,Financial Link,0,58,True
REL001891,CR01343,CR01899,Business Partner,0,28,True
REL001892,CR01749,CR02335,Co-Offender,0,62,True
REL001893,CR00988,CR01541,Gang Member,0,62,True
REL001894,CR01471,CR00731,Associate,0,97,False
REL001895,CR00275,CR01547,Associate,0,52,True
REL001896,CR01231,CR00315,Business Partner,0,1,True
REL001897,CR02332,CR01090,Associate,0,13,True
REL001898,CR00469,CR00459,Family,0,13,False
REL001899,CR01332,CR01521,Co-Offender,0,69,True
REL001900,CR01880,CR01130,Associate,0,77,True
REL001901,CR01763,CR01899,Family,0,36,True
REL001902,CR01848,CR02559,Family,0,97,False
REL001903,CR02821,CR02040,Business Partner,0,10,True
REL001904,CR02475,CR00519,Financial Link,0,57,True
REL001905,CR01979,CR01649,Gang Member,0,44,True
REL001906,CR01958,CR02215,Co-Offender,0,59,True
REL001907,CR02158,CR02644,Associate,0,69,True
REL001908,CR00445,CR00425,Business Partner,0,71,False
REL001909,CR01171,CR02740,Gang Member,0,77,True
REL001910,CR00617,CR00732,Financial Link,0,17,True
REL001911,CR01878,CR01097,Associate,0,65,True
REL001912,CR02063,CR00705,Gang Member,0,10,True
REL001913,CR03000,CR01238,Associate,0,79,True
REL001914,CR01295,CR01329,Known Contact,0,13,False
REL001915,CR00588,CR01459,Family,0,12,True
REL001916,CR00664,CR00335,Business Partner,0,7,True
REL001917,CR02336,CR01022,Family,0,27,True
REL001918,CR00179,CR01173,Associate,0,64,True
REL001919,CR01276,CR00007,Gang Member,0,1,True
REL001920,CR02463,CR02138,Co-Offender,0,43,True
REL001921,CR02466,CR02332,Known Contact,0,26,True
REL001922,CR02545,CR00673,Financial Link,0,5,False
REL001923,CR01276,CR02860,Financial Link,0,51,False
REL001924,CR01159,CR02174,Known Contact,0,6,False
REL001925,CR02084,CR00963,Associate,0,83,True
REL001926,CR01665,CR01014,Known Contact,0,32,True
REL001927,CR00920,CR02878,Financial Link,0,17,True
REL001928,CR00732,CR01119,Financial Link,0,70,True
REL001929,CR02869,CR00370,Financial Link,0,41,True
REL001930,CR00101,CR00459,Financial Link,0,6,True
REL001931,CR02560,CR02233,Associate,0,94,True
REL001932,CR02880,CR01321,Financial Link,0,42,True
REL001933,CR01383,CR00275,Financial Link,0,52,True
REL001934,CR01364,CR00497,Family,0,30,True
REL001935,CR00962,CR02265,Family,0,91,True
REL001936,CR02019,CR00043,Gang Member,0,36,False
REL001937,CR01501,CR01224,Business Partner,0,28,False
REL001938,CR00303,CR00916,Known Contact,0,90,True
REL001939,CR01382,CR02931,Financial Link,0,56,True
REL001940,CR00778,CR00761,Family,0,83,True
REL001941,CR00855,CR01104,Associate,0,33,True
REL001942,CR02700,CR02116,Gang Member,0,36,True
REL001943,CR00531,CR00985,Family,0,97,True
REL001944,CR01546,CR01260,Known Contact,0,90,True
REL001945,CR01327,CR00357,Known Contact,0,96,True
REL001946,CR02783,CR00531,Business Partner,0,3,False
REL001947,CR00510,CR00103,Gang Member,0,73,False
REL001948,CR01626,CR01344,Known Contact,0,73,True
REL001949,CR02785,CR02601,Financial Link,0,49,False
REL001950,CR02791,CR00766,Financial Link,0,57,True
REL001951,CR02709,CR00435,Known Contact,0,100,True
REL001952,CR00883,CR00943,Gang Member,0,24,False
REL001953,CR00427,CR01582,Financial Link,0,63,True
REL001954,CR01652,CR01075,Associate,0,63,False
REL001955,CR00325,CR01252,Known Contact,0,67,True
REL001956,CR02664,CR00109,Gang Member,0,59,False
REL001957,CR02022,CR00721,Gang Member,0,20,False
REL001958,CR02741,CR01098,Family,0,98,True
REL001959,CR02845,CR02456,Known Contact,0,91,True
REL001960,CR00949,CR02810,Co-Offender,0,74,True
REL001961,CR01457,CR00058,Associate,0,38,True
REL001962,CR01114,CR00791,Gang Member,0,38,True
REL001963,CR01258,CR01628,Associate,0,91,True
REL001964,CR02245,CR02562,Gang Member,0,44,True
REL001965,CR00779,CR01866,Business Partner,0,100,True
REL001966,CR00712,CR00562,Associate,0,93,True
REL001967,CR02418,CR00839,Co-Offender,0,57,False
REL001968,CR00139,CR00074,Business Partner,0,94,True
REL001969,CR01241,CR00583,Financial Link,0,3,False
REL001970,CR01493,CR00189,Family,0,93,False
REL001971,CR01342,CR02605,Known Contact,0,22,True
REL001972,CR01806,CR02498,Known Contact,0,17,True
REL001973,CR01578,CR02841,Business Partner,0,81,True
REL001974,CR02076,CR02632,Co-Offender,0,31,True
REL001975,CR00500,CR01152,Co-Offender,0,35,False
REL001976,CR02352,CR01347,Business Partner,0,38,True
REL001977,CR00465,CR01034,Gang Member,0,42,True
REL001978,CR00758,CR00102,Business Partner,0,78,True
REL001979,CR00181,CR01558,Co-Offender,0,100,True
REL001980,CR00444,CR02412,Business Partner,0,30,True
REL001981,CR00931,CR00610,Known Contact,0,43,True
REL001982,CR02899,CR00686,Co-Offender,0,64,False
REL001983,CR00589,CR02841,Financial Link,0,37,True
REL001984,CR00244,CR02372,Business Partner,0,46,False
REL001985,CR02322,CR01845,Financial Link,0,34,True
REL001986,CR02665,CR02423,Known Contact,0,87,True
REL001987,CR00536,CR02654,Known Contact,0,75,True
REL001988,CR00232,CR01649,Family,0,67,True
REL001989,CR00667,CR02954,Known Contact,0,45,True
REL001990,CR01385,CR00817,Family,0,18,False
REL001991,CR00687,CR01137,Family,0,48,True
REL001992,CR00394,CR02852,Financial Link,0,37,True
REL001993,CR00889,CR01002,Financial Link,0,41,True
REL001994,CR01361,CR00042,Family,0,5,True
REL001995,CR02878,CR01653,Business Partner,0,18,True
REL001996,CR00290,CR02548,Financial Link,0,23,False
REL001997,CR02688,CR00701,Family,0,57,True
REL001998,CR01406,CR02043,Associate,0,2,False
REL001999,CR02539,CR00758,Co-Offender,0,21,True
REL002000,CR00172,CR02047,Co-Offender,0,40,True
REL002001,CR02247,CR02863,Family,0,97,True
REL002002,CR00424,CR02758,Co-Offender,0,95,True
REL002003,CR02274,CR02947,Financial Link,0,40,False
REL002004,CR00539,CR02524,Associate,0,20,True
REL002005,CR00525,CR01192,Gang Member,0,31,True
REL002006,CR01209,CR02915,Co-Offender,0,37,False
REL002007,CR01990,CR01340,Family,0,25,False
REL002008,CR01436,CR00478,Associate,0,86,True
REL002009,CR00539,CR00196,Associate,0,21,True
REL002010,CR02440,CR02656,Gang Member,0,90,True
REL002011,CR01314,CR01650,Financial Link,0,2,True
REL002012,CR01010,CR02323,Associate,0,17,False
REL002013,CR01948,CR00275,Family,0,18,True
REL002014,CR02432,CR00743,Business Partner,0,12,True
REL002015,CR00217,CR00211,Financial Link,0,23,True
REL002016,CR00568,CR01557,Associate,0,49,True
REL002017,CR02685,CR00506,Co-Offender,0,9,True
REL002018,CR01592,CR02639,Financial Link,0,64,True
REL002019,CR00956,CR02226,Financial Link,0,27,False
REL002020,CR02543,CR02953,Business Partner,0,39,True
REL002021,CR02844,CR00666,Family,0,81,False
REL002022,CR00302,CR00271,Gang Member,0,42,True
REL002023,CR02758,CR02667,Associate,0,97,True
REL002024,CR01249,CR02863,Family,0,2,False
REL002025,CR00414,CR00008,Associate,0,62,True
REL002026,CR01105,CR01528,Financial Link,0,2,False
REL002027,CR02173,CR01536,Family,0,39,True
REL002028,CR01873,CR01531,Gang Member,0,83,True
REL002029,CR02163,CR02240,Family,0,76,False
REL002030,CR02033,CR02676,Co-Offender,0,100,True
REL002031,CR01855,CR02115,Gang Member,0,47,True
REL002032,CR02850,CR01705,Known Contact,0,25,True
REL002033,CR01376,CR02147,Gang Member,0,21,True
REL002034,CR01534,CR01217,Co-Offender,0,56,False
REL002035,CR01064,CR00555,Family,0,85,True
REL002036,CR01478,CR01539,Financial Link,0,35,True
REL002037,CR02839,CR00159,Known Contact,0,69,True
REL002038,CR02675,CR01971,Business Partner,0,81,False
REL002039,CR01805,CR02589,Family,0,21,True
REL002040,CR01926,CR00203,Associate,0,35,True
REL002041,CR00185,CR02073,Gang Member,0,9,False
REL002042,CR02354,CR02823,Co-Offender,0,57,True
REL002043,CR00417,CR01022,Associate,0,52,True
REL002044,CR02131,CR02298,Associate,0,55,True
REL002045,CR02680,CR01286,Family,0,30,False
REL002046,CR00618,CR02880,Co-Offender,0,24,True
REL002047,CR02946,CR02227,Associate,0,14,True
REL002048,CR02658,CR01910,Financial Link,0,67,False
REL002049,CR02707,CR01572,Business Partner,0,38,False
REL002050,CR01387,CR00380,Business Partner,0,76,True
REL002051,CR00699,CR02613,Business Partner,0,81,True
REL002052,CR00059,CR02051,Financial Link,0,4,True
REL002053,CR00631,CR02921,Known Contact,0,13,False
REL002054,CR02346,CR01732,Family,0,60,True
REL002055,CR00309,CR01542,Co-Offender,0,60,True
REL002056,CR01437,CR01787,Gang Member,0,15,True
REL002057,CR00652,CR01851,Known Contact,0,55,True
REL002058,CR02907,CR00926,Associate,0,62,True
REL002059,CR00042,CR01465,Associate,0,89,True
REL002060,CR00927,CR02431,Family,0,31,True
REL002061,CR02132,CR02096,Known Contact,0,8,False
REL002062,CR02138,CR01276,Associate,0,48,False
REL002063,CR02634,CR02482,Financial Link,0,68,True
REL002064,CR00069,CR00821,Financial Link,0,87,True
REL002065,CR00480,CR00987,Financial Link,0,36,True
REL002066,CR00309,CR00736,Gang Member,0,5,False
REL002067,CR02307,CR02092,Co-Offender,0,100,False
REL002068,CR02292,CR00936,Family,0,5,False
REL002069,CR02257,CR01285,Co-Offender,0,9,False
REL002070,CR00799,CR01419,Known Contact,0,85,True
REL002071,CR00972,CR02218,Gang Member,0,73,True
REL002072,CR02263,CR02576,Gang Member,0,76,True
REL002073,CR02733,CR02325,Financial Link,0,94,True
REL002074,CR00146,CR02043,Known Contact,0,1,True
REL002075,CR01968,CR01860,Co-Offender,0,65,True
REL002076,CR02836,CR00332,Gang Member,0,15,True
REL002077,CR01330,CR02935,Family,0,46,True
REL002078,CR00302,CR02490,Gang Member,0,82,True
REL002079,CR00464,CR01419,Financial Link,0,68,True
REL002080,CR02619,CR00739,Co-Offender,0,59,True
REL002081,CR02759,CR00329,Family,0,33,True
REL002082,CR01981,CR00422,Known Contact,0,67,True
REL002083,CR02209,CR02560,Associate,0,23,True
REL002084,CR02576,CR00655,Business Partner,0,95,True
REL002085,CR00460,CR01598,Known Contact,0,76,False
REL002086,CR01383,CR01535,Financial Link,0,3,True
REL002087,CR02875,CR00557,Co-Offender,0,24,False
REL002088,CR02745,CR02867,Family,0,30,False
REL002089,CR01399,CR02854,Gang Member,0,57,True
REL002090,CR02313,CR01135,Business Partner,0,24,True
REL002091,CR00699,CR01441,Family,0,72,True
REL002092,CR02110,CR00115,Family,0,70,True
REL002093,CR00879,CR02982,Business Partner,0,8,True
REL002094,CR01618,CR01968,Known Contact,0,81,True
REL002095,CR02355,CR01880,Business Partner,0,17,True
REL002096,CR02944,CR01138,Family,0,74,True
REL002097,CR02628,CR01347,Associate,0,83,True
REL002098,CR01007,CR02517,Known Contact,0,40,True
REL002099,CR01160,CR00967,Known Contact,0,85,True
REL002100,CR01170,CR00624,Financial Link,0,38,False
REL002101,CR02719,CR01103,Known Contact,0,39,False
REL002102,CR01929,CR01495,Family,0,69,False
REL002103,CR02711,CR01146,Associate,0,9,False
REL002104,CR00530,CR01272,Financial Link,0,60,True
REL002105,CR02501,CR01061,Financial Link,0,25,True
REL002106,CR01176,CR02077,Associate,0,72,False
REL002107,CR00116,CR00478,Associate,0,16,True
REL002108,CR02604,CR00277,Family,0,24,True
REL002109,CR00704,CR00901,Known Contact,0,31,True
REL002110,CR01233,CR01012,Associate,0,57,True
REL002111,CR01915,CR02762,Family,0,69,False
REL002112,CR01946,CR02579,Family,0,88,False
REL002113,CR02142,CR00800,Family,0,81,True
REL002114,CR01616,CR02689,Business Partner,0,17,True
REL002115,CR01225,CR00133,Co-Offender,0,97,False
REL002116,CR00628,CR02746,Financial Link,0,32,True
REL002117,CR00886,CR00787,Co-Offender,0,5,True
REL002118,CR01198,CR02716,Known Contact,0,27,True
REL002119,CR00374,CR02814,Known Contact,0,66,True
REL002120,CR02940,CR00993,Co-Offender,0,78,False
REL002121,CR01246,CR00371,Business Partner,0,76,False
REL002122,CR02374,CR00772,Financial Link,0,37,True
REL002123,CR02978,CR02497,Co-Offender,0,95,True
REL002124,CR00577,CR01858,Business Partner,0,23,True
REL002125,CR00768,CR01463,Associate,0,59,True
REL002126,CR01315,CR00453,Financial Link,0,61,False
REL002127,CR01319,CR02665,Family,0,48,True
REL002128,CR02571,CR01503,Business Partner,0,43,True
REL002129,CR01151,CR00530,Associate,0,25,True
REL002130,CR02035,CR02802,Business Partner,0,70,True
REL002131,CR02119,CR00172,Family,0,51,True
REL002132,CR01348,CR00157,Financial Link,0,92,True
REL002133,CR00887,CR01250,Financial Link,0,26,True
REL002134,CR01696,CR01348,Financial Link,0,6,True
REL002135,CR00144,CR01811,Financial Link,0,64,True
REL002136,CR00960,CR02982,Known Contact,0,7,True
REL002137,CR01107,CR01561,Known Contact,0,19,True
REL002138,CR01738,CR01139,Known Contact,0,21,False
REL002139,CR02095,CR00987,Co-Offender,0,84,True
REL002140,CR02902,CR01202,Financial Link,0,97,False
REL002141,CR00352,CR01207,Known Contact,0,49,True
REL002142,CR00627,CR02301,Gang Member,0,56,True
REL002143,CR01913,CR01269,Known Contact,0,7,True
REL002144,CR02849,CR01455,Gang Member,0,21,True
REL002145,CR01570,CR01724,Known Contact,0,17,True
REL002146,CR01094,CR01070,Associate,0,38,True
REL002147,CR02378,CR02172,Associate,0,57,False
REL002148,CR00280,CR02007,Associate,0,62,True
REL002149,CR01576,CR00177,Known Contact,0,22,False
REL002150,CR02511,CR02622,Associate,0,22,True
REL002151,CR01558,CR02160,Gang Member,0,78,True
REL002152,CR02101,CR01276,Known Contact,0,85,True
REL002153,CR00785,CR02832,Financial Link,0,23,True
REL002154,CR00949,CR00739,Associate,0,52,True
REL002155,CR00783,CR00897,Financial Link,0,25,True
REL002156,CR01097,CR02366,Associate,0,36,True
REL002157,CR01989,CR00305,Family,0,35,False
REL002158,CR01699,CR02220,Associate,0,83,False
REL002159,CR00044,CR00796,Co-Offender,0,91,True
REL002160,CR01553,CR01030,Business Partner,0,26,False
REL002161,CR00233,CR01667,Family,0,59,True
REL002162,CR01616,CR02667,Family,0,44,False
REL002163,CR00723,CR02048,Financial Link,0,1,True
REL002164,CR02211,CR01479,Known Contact,0,87,True
REL002165,CR02915,CR00836,Co-Offender,0,66,True
REL002166,CR00444,CR02505,Business Partner,0,19,False
REL002167,CR00400,CR02082,Gang Member,0,10,False
REL002168,CR02740,CR01013,Known Contact,0,9,False
REL002169,CR02437,CR00085,Business Partner,0,67,False
REL002170,CR00325,CR00316,Financial Link,0,88,True
REL002171,CR00368,CR02197,Known Contact,0,74,True
REL002172,CR00588,CR00751,Gang Member,0,21,True
REL002173,CR02203,CR00969,Associate,0,88,False
REL002174,CR01507,CR00122,Known Contact,0,51,True
REL002175,CR02802,CR00431,Business Partner,0,63,False
REL002176,CR02565,CR02276,Gang Member,0,43,False
REL002177,CR01027,CR02858,Family,0,82,True
REL002178,CR01623,CR01857,Co-Offender,0,24,True
REL002179,CR00536,CR02698,Family,0,45,True
REL002180,CR02826,CR02940,Known Contact,0,30,True
REL002181,CR02909,CR02351,Co-Offender,0,17,False
REL002182,CR02898,CR02594,Business Partner,0,62,False
REL002183,CR01561,CR02066,Gang Member,0,68,True
REL002184,CR02848,CR02594,Gang Member,0,33,True
REL002185,CR01194,CR02809,Co-Offender,0,98,True
REL002186,CR00403,CR01453,Financial Link,0,59,True
REL002187,CR02282,CR01689,Business Partner,0,40,True
REL002188,CR02951,CR01843,Co-Offender,0,62,False
REL002189,CR02874,CR00419,Gang Member,0,71,False
REL002190,CR00617,CR00933,Associate,0,92,False
REL002191,CR01176,CR02376,Known Contact,0,62,True
REL002192,CR02926,CR01075,Family,0,70,True
REL002193,CR02461,CR00702,Associate,0,60,True
REL002194,CR01943,CR02994,Known Contact,0,2,True
REL002195,CR01894,CR00291,Business Partner,0,7,True
REL002196,CR02407,CR00891,Financial Link,0,89,True
REL002197,CR00527,CR02091,Associate,0,93,True
REL002198,CR00414,CR01062,Gang Member,0,44,True
REL002199,CR02651,CR02585,Known Contact,0,10,True
REL002200,CR00298,CR01059,Family,0,46,True
REL002201,CR00448,CR01795,Business Partner,0,25,True
REL002202,CR02588,CR00519,Associate,0,8,False
REL002203,CR00607,CR00471,Business Partner,0,3,True
REL002204,CR00549,CR02851,Financial Link,0,63,True
REL002205,CR00101,CR01022,Business Partner,0,4,True
REL002206,CR01236,CR00249,Gang Member,0,50,True
REL002207,CR02596,CR02329,Gang Member,0,68,True
REL002208,CR00187,CR00660,Family,0,49,True
REL002209,CR02144,CR01254,Co-Offender,0,61,True
REL002210,CR01297,CR02246,Family,0,43,True
REL002211,CR00656,CR01856,Business Partner,0,74,True
REL002212,CR02991,CR02643,Family,0,14,False
REL002213,CR02796,CR00213,Financial Link,0,98,True
REL002214,CR01924,CR00080,Family,0,97,True
REL002215,CR01437,CR01739,Associate,0,95,True
REL002216,CR02422,CR00880,Associate,0,21,True
REL002217,CR00788,CR02744,Financial Link,0,36,False
REL002218,CR00034,CR01648,Gang Member,0,4,True
REL002219,CR01334,CR00258,Known Contact,0,49,True
REL002220,CR01340,CR00245,Associate,0,93,True
REL002221,CR00344,CR02549,Co-Offender,0,4,True
REL002222,CR01860,CR00704,Gang Member,0,100,True
REL002223,CR02262,CR00162,Co-Offender,0,94,False
REL002224,CR02363,CR01435,Gang Member,0,21,True
REL002225,CR02858,CR02936,Business Partner,0,27,True
REL002226,CR02712,CR00588,Financial Link,0,71,True
REL002227,CR00313,CR00175,Associate,0,96,True
REL002228,CR01135,CR00154,Known Contact,0,51,True
REL002229,CR00306,CR00702,Co-Offender,0,19,True
REL002230,CR01362,CR02129,Business Partner,0,15,True
REL002231,CR02428,CR00520,Co-Offender,0,2,True
REL002232,CR00142,CR01915,Business Partner,0,37,False
REL002233,CR00908,CR01017,Financial Link,0,43,True
REL002234,CR02544,CR00386,Family,0,93,False
REL002235,CR02479,CR02427,Business Partner,0,45,True
REL002236,CR01296,CR02783,Co-Offender,0,34,True
REL002237,CR02310,CR02772,Known Contact,0,68,True
REL002238,CR01366,CR01771,Associate,0,65,True
REL002239,CR00230,CR02043,Associate,0,73,True
REL002240,CR02413,CR02431,Associate,0,66,False
REL002241,CR00244,CR00327,Gang Member,0,26,True
REL002242,CR02982,CR02290,Associate,0,62,True
REL002243,CR00911,CR02070,Associate,0,77,True
REL002244,CR01198,CR02780,Family,0,69,True
REL002245,CR01471,CR02999,Associate,0,53,True
REL002246,CR02615,CR00370,Gang Member,0,6,True
REL002247,CR00512,CR02690,Gang Member,0,65,True
REL002248,CR00520,CR00517,Known Contact,0,88,True
REL002249,CR02554,CR02040,Gang Member,0,100,True
REL002250,CR01104,CR02438,Co-Offender,0,59,True
REL002251,CR01815,CR01655,Associate,0,90,False
REL002252,CR00562,CR02773,Financial Link,0,30,False
REL002253,CR00736,CR00068,Gang Member,0,82,True
REL002254,CR02429,CR00009,Associate,0,16,True
REL002255,CR01494,CR00611,Co-Offender,0,46,True
REL002256,CR01861,CR00276,Business Partner,0,98,True
REL002257,CR00995,CR01400,Co-Offender,0,23,True
REL002258,CR00435,CR01228,Business Partner,0,64,True
REL002259,CR00230,CR02884,Co-Offender,0,11,False
REL002260,CR01539,CR01742,Associate,0,86,False
REL002261,CR00803,CR00238,Co-Offender,0,37,True
REL002262,CR02277,CR00304,Associate,0,12,True
REL002263,CR01745,CR00992,Family,0,29,True
REL002264,CR00057,CR01484,Known Contact,0,29,True
REL002265,CR01515,CR01115,Gang Member,0,49,False
REL002266,CR01545,CR00776,Family,0,79,True
REL002267,CR02909,CR01678,Family,0,74,True
REL002268,CR02324,CR00032,Co-Offender,0,100,True
REL002269,CR02572,CR01043,Business Partner,0,49,True
REL002270,CR01916,CR01234,Associate,0,56,True
REL002271,CR00095,CR00504,Gang Member,0,9,False
REL002272,CR02870,CR01495,Known Contact,0,64,True
REL002273,CR01097,CR00364,Family,0,20,True
REL002274,CR00348,CR00891,Known Contact,0,52,True
REL002275,CR01891,CR02403,Financial Link,0,17,True
REL002276,CR01208,CR00665,Gang Member,0,21,True
REL002277,CR00648,CR01470,Co-Offender,0,90,True
REL002278,CR00413,CR01413,Business Partner,0,85,False
REL002279,CR00074,CR02620,Gang Member,0,32,True
REL002280,CR00582,CR00728,Co-Offender,0,67,False
REL002281,CR00435,CR02578,Business Partner,0,11,True
REL002282,CR02285,CR00606,Associate,0,57,True
REL002283,CR00614,CR02099,Business Partner,0,60,True
REL002284,CR00039,CR00250,Business Partner,0,80,True
REL002285,CR01514,CR01463,Associate,0,44,True
REL002286,CR00518,CR02786,Associate,0,96,False
REL002287,CR02597,CR01229,Family,0,96,True
REL002288,CR00711,CR00907,Associate,0,10,False
REL002289,CR02300,CR00634,Known Contact,0,83,False
REL002290,CR00059,CR01363,Gang Member,0,82,True
REL002291,CR02449,CR00168,Gang Member,0,41,False
REL002292,CR02358,CR00951,Family,0,21,False
REL002293,CR00560,CR01878,Known Contact,0,9,True
REL002294,CR00580,CR00834,Gang Member,0,60,True
REL002295,CR00799,CR01705,Family,0,59,True
REL002296,CR02510,CR00854,Financial Link,0,22,True
REL002297,CR02503,CR00348,Family,0,91,True
REL002298,CR00843,CR02642,Known Contact,0,26,True
REL002299,CR01125,CR01971,Gang Member,0,38,True
REL002300,CR01602,CR02550,Financial Link,0,18,True
REL002301,CR00189,CR01729,Known Contact,0,79,False
REL002302,CR00235,CR01932,Family,0,76,True
REL002303,CR02242,CR01630,Associate,0,30,True
REL002304,CR01864,CR02449,Business Partner,0,82,True
REL002305,CR01147,CR01601,Business Partner,0,79,True
REL002306,CR01901,CR01903,Co-Offender,0,78,True
REL002307,CR02307,CR00443,Co-Offender,0,49,True
REL002308,CR00266,CR00466,Associate,0,4,True
REL002309,CR00691,CR02531,Gang Member,0,12,True
REL002310,CR00718,CR02819,Gang Member,0,6,False
REL002311,CR02043,CR02224,Associate,0,32,True
REL002312,CR01581,CR00980,Family,0,41,False
REL002313,CR00938,CR02616,Associate,0,83,True
REL002314,CR02361,CR01197,Financial Link,0,1,True
REL002315,CR00670,CR02901,Known Contact,0,66,True
REL002316,CR02310,CR01566,Business Partner,0,89,True
REL002317,CR00490,CR02319,Financial Link,0,11,False
REL002318,CR00829,CR00798,Associate,0,94,True
